fromLib,toLib,ruleCount,isPossible,isConfirmed,fromLibHomepageURL,toLibHomepageURL,fromLibDescription,toLibDescription,fromLibRepositoryURL,toLibRepositoryURL,fromLibRepositoryDescription,toLibRepositoryDescription
org.apache.logging.log4j:log4j-slf4j-impl,org.slf4j:jcl-over-slf4j,13,TRUE,TRUE,,http://www.slf4j.org,Binding between SLF4J API and Log4J2 Core,JCL 1.2 implemented over SLF4J,scm:git:http://git-wip-us.apache.org/repos/asf/logging-log4j2.git/log4j-slf4j-impl,https://github.com/qos-ch/slf4j,,Simple Logging Facade for Java
org.apache.logging.log4j:log4j-slf4j-impl,org.slf4j:slf4j-api,10,TRUE,TRUE,,http://www.slf4j.org,Binding between SLF4J API and Log4J2 Core,The slf4j API,scm:git:http://git-wip-us.apache.org/repos/asf/logging-log4j2.git/log4j-slf4j-impl,https://github.com/qos-ch/slf4j,,Simple Logging Facade for Java
org.apache.logging.log4j:log4j-slf4j-impl,ch.qos.logback:logback-core,6,TRUE,TRUE,,http://logback.qos.ch,Binding between SLF4J API and Log4J2 Core,logback-core module,scm:git:http://git-wip-us.apache.org/repos/asf/logging-log4j2.git/log4j-slf4j-impl,https://github.com/qos-ch/logback,,"The reliable, generic, fast and flexible logging framework for Java."
org.apache.logging.log4j:log4j-slf4j-impl,org.slf4j:log4j-over-slf4j,3,TRUE,TRUE,,http://www.slf4j.org,Binding between SLF4J API and Log4J2 Core,Log4j implemented over SLF4J,scm:git:http://git-wip-us.apache.org/repos/asf/logging-log4j2.git/log4j-slf4j-impl,git@github.com:qos-ch/slf4j.git/log4j-over-slf4j,,Simple Logging Facade for Java
org.apache.logging.log4j:log4j-slf4j-impl,org.slf4j:slf4j-jdk14,3,TRUE,TRUE,,http://www.slf4j.org,Binding between SLF4J API and Log4J2 Core,SLF4J JDK14 Binding,scm:git:http://git-wip-us.apache.org/repos/asf/logging-log4j2.git/log4j-slf4j-impl,git@github.com:qos-ch/slf4j.git/slf4j-jdk14,,Simple Logging Facade for Java
org.apache.lucene:lucene-core,org.elasticsearch:elasticsearch,6,TRUE,TRUE,https://lucene.apache.org,https://github.com/elastic/elasticsearch,Apache Lucene Java Core,Elasticsearch subproject :server,https://gitbox.apache.org/repos/asf?p=lucene-solr.git;f=lucene/core,https://github.com/elastic/elasticsearch,,"Open Source, Distributed, RESTful Search Engine"
org.apache.lucene:lucene-core,org.apache.solr:solr,2,TRUE,TRUE,https://lucene.apache.org,,Apache Lucene Java Core,Apache Solr Search Server,https://gitbox.apache.org/repos/asf?p=lucene-solr.git;f=lucene/core,scm:svn:${vc-anonymous-base-url}/${module-directory},,
org.apache.lucene:lucene-core,org.apache.servicemix.bundles:org.apache.servicemix.bundles.lucene,1,TRUE,TRUE,https://lucene.apache.org,,Apache Lucene Java Core,This OSGi bundle wraps lucene-core 6.0.1 jar file.,https://gitbox.apache.org/repos/asf?p=lucene-solr.git;f=lucene/core,scm:git:https://git-wip-us.apache.org/repos/asf/servicemix-bundles.git,,
org.apache.mahout:mahout-core,com.tdunning:t-digest,1,TRUE,TRUE,,https://github.com/tdunning/t-digest,Scalable machine learning libraries,Data structure which allows accurate estimation of quantiles and related rank statistics,scm:svn:https://svn.apache.org/repos/asf/mahout/tags/mahout-0.9/mahout-core,scm:git:https://github.com/tdunning/t-digest.git,,A new data structure for accurate on-line accumulation of rank-based statistics such as quantiles and trimmed means
org.apache.pdfbox:pdfbox,org.sejda:sambox,1,TRUE,TRUE,https://www.apache.org/,, The Apache PDFBox library is an open source Java tool for working with PDF documents. ,,http://svn.apache.org/viewvc/maven/pom/tags/2.0.16/pdfbox-parent,,,
org.apache.velocity:velocity,com.alibaba.boot:velocity-spring-boot-starter,2,TRUE,TRUE,http://velocity.apache.org/engine/devel/,,Apache Velocity is a general purpose template engine.,,http://svn.apache.org/viewvc/velocity/engine/trunk,,Clone of apache velocity 1.6.4,
org.apache.velocity:velocity,org.mvel:mvel2,1,TRUE,TRUE,http://velocity.apache.org/engine/devel/,http://mvel.codehaus.org/,Apache Velocity is a general purpose template engine.," MVEL is a powerful expression language for Java-based applications. It provides a plethora of features and is suited for everything from the smallest property binding and extraction, to full blown scripts. ",http://svn.apache.org/viewvc/velocity/engine/trunk,https://github.com/mvel/mvel,Clone of apache velocity 1.6.4,MVEL (MVFLEX Expression Language)
org.bushe:eventbus,org.sejda:eventstudio,0,TRUE,TRUE,http://www.eventbus.org,https://github.com/torakiki/event-studio/,A simple but powerful publish-subscribe API that is based on class semantics and/or string (topic) matching.,A simple even bus implementation providing pub/sub event exchange between components,scm:cvs:pserver:guest:@cvs.dev.java.net:/cvs:eventbus,https://github.com/torakiki/event-studio,,Event bus implementation providing pub/sub pattern with events queue 
org.codehaus.castor:castor,org.apache.geronimo.bundles:castor,3,TRUE,TRUE,http://castor.org,http://geronimo.apache.org/maven/bundles/1.0.5_1/castor,"Castor is an open source data binding framework for Java[tm]. It???s the shortest path between      Java objects, XML documents and relational tables.",This bundle simply wraps castor-1.0.5.jar.,https://github.com/castor-data-binding/castor.git,scm:svn:http://svn.apache.org/repos/asf/geronimo/bundles/tags/castor-1.0.5_1,,
org.codehaus.groovy:groovy,org.springframework.cloud:spring-cloud-contract-spec,3,TRUE,TRUE,https://groovy-lang.org,https://github.com/spring-cloud/spring-cloud-contract,"Groovy: A powerful, dynamic language for the JVM",Spring Cloud Contract Spec,https://github.com/apache/groovy,https://github.com/spring-cloud/spring-cloud-contract,Mirror of Apache Groovy,Support for Consumer Driven Contracts in Spring
org.codehaus.groovy:groovy,org.elasticsearch.module:lang-groovy,1,TRUE,TRUE,https://groovy-lang.org,,"Groovy: A powerful, dynamic language for the JVM",Groovy scripting integration for Elasticsearch,https://github.com/apache/groovy,,Mirror of Apache Groovy,
org.codehaus.groovy:groovy,org.jbehave:jbehave-groovy,1,TRUE,TRUE,https://groovy-lang.org,,"Groovy: A powerful, dynamic language for the JVM",Extension of JBehave Core that supports Groovy for writing steps classes,https://github.com/apache/groovy,https://github.com/jbehave/jbehave-core.git,Mirror of Apache Groovy,
org.codehaus.groovy:groovy-all,org.elasticsearch.module:lang-groovy,1,TRUE,TRUE,https://groovy-lang.org,,"Groovy: A powerful, dynamic language for the JVM",Groovy scripting integration for Elasticsearch,https://github.com/apache/groovy,,Mirror of Apache Groovy,
org.codehaus.groovy:groovy-all,org.zkoss.zk:zml,1,TRUE,TRUE,https://groovy-lang.org,http://www.zkoss.org/zml,"Groovy: A powerful, dynamic language for the JVM",ZK XML components,https://github.com/apache/groovy,,Mirror of Apache Groovy,
org.codehaus.groovy:groovy-all,org.zkoss.zk:zuljsp,1,TRUE,TRUE,https://groovy-lang.org,http://www.zkoss.org/jsp/zul,"Groovy: A powerful, dynamic language for the JVM",The JSP tags for encapsulating ZK XUL components,https://github.com/apache/groovy,,Mirror of Apache Groovy,
org.codehaus.jackson:jackson-core-asl,com.fasterxml.jackson.core:jackson-databind,356,TRUE,TRUE,http://jackson.codehaus.org,http://github.com/FasterXML/jackson,"Jackson is a high-performance JSON processor (parser, generator) ",General data-binding functionality for Jackson: works on core streaming API,http://xircles.codehaus.org/projects/jackson/repos/primary/repo,https://github.com/FasterXML/jackson-databind,,General data-binding package for Jackson (2.x): works on streaming API (core) implementation(s)
org.codehaus.jackson:jackson-core-asl,com.fasterxml.jackson.core:jackson-core,320,TRUE,TRUE,http://jackson.codehaus.org,https://github.com/FasterXML/jackson-core,"Jackson is a high-performance JSON processor (parser, generator) ","Core Jackson processing abstractions (aka Streaming API), implementation for JSON",http://xircles.codehaus.org/projects/jackson/repos/primary/repo,https://github.com/FasterXML/jackson-core,,Core part of Jackson that defines Streaming API as well as basic shared abstractions
org.codehaus.jackson:jackson-core-asl,com.fasterxml.jackson.core:jackson-annotations,193,TRUE,TRUE,http://jackson.codehaus.org,http://github.com/FasterXML/jackson,"Jackson is a high-performance JSON processor (parser, generator) ","Core annotations used for value types, used by Jackson data binding package. ",http://xircles.codehaus.org/projects/jackson/repos/primary/repo,https://github.com/FasterXML/jackson-annotations,,Core annotations (annotations that only depend on jackson-core) for Jackson data processor
org.codehaus.jackson:jackson-core-asl,com.fasterxml.jackson.jaxrs:jackson-jaxrs-json-provider,57,TRUE,TRUE,http://jackson.codehaus.org,http://github.com/FasterXML/jackson-jaxrs-providers,"Jackson is a high-performance JSON processor (parser, generator) ",Functionality to handle JSON input/output for JAX-RS implementations (like Jersey and RESTeasy) using standard Jackson data binding. ,http://xircles.codehaus.org/projects/jackson/repos/primary/repo,https://github.com/FasterXML/jackson-jaxrs-providers,,"Multi-module project that contains Jackson-based JAX-RS providers for JSON, XML, YAML, Smile, CBOR formats"
org.codehaus.jackson:jackson-core-asl,com.fasterxml.jackson.module:jackson-module-jaxb-annotations,31,TRUE,TRUE,http://jackson.codehaus.org,https://github.com/FasterXML/jackson-modules-base,"Jackson is a high-performance JSON processor (parser, generator) ","Support for using JAXB annotations as an alternative to ""native"" Jackson annotations, for configuring data-binding. ",http://xircles.codehaus.org/projects/jackson/repos/primary/repo,https://github.com/FasterXML/jackson-modules-base,,Uber-project for foundational modules of Jackson that build directly on core components but nothing else; not including data format or datatype modules
org.codehaus.jackson:jackson-core-asl,com.google.code.gson:gson,23,TRUE,TRUE,http://jackson.codehaus.org,https://github.com/google/gson,"Jackson is a high-performance JSON processor (parser, generator) ",Gson JSON library,http://xircles.codehaus.org/projects/jackson/repos/primary/repo,https://github.com/google/gson,,A Java serialization/deserialization library to convert Java Objects into JSON and back
org.codehaus.jackson:jackson-core-asl,org.jboss.resteasy:resteasy-jackson2-provider,20,TRUE,TRUE,http://jackson.codehaus.org,http://jboss.org/resteasy,"Jackson is a high-performance JSON processor (parser, generator) ",REST and JAXRS,http://xircles.codehaus.org/projects/jackson/repos/primary/repo,https://github.com/resteasy/Resteasy,,REST and JAXRS
org.codehaus.jackson:jackson-core-asl,com.fasterxml.jackson.datatype:jackson-datatype-joda,12,TRUE,TRUE,http://jackson.codehaus.org,http://wiki.fasterxml.com/JacksonModuleJoda,"Jackson is a high-performance JSON processor (parser, generator) ",Add-on module for Jackson (http://jackson.codehaus.org) to support Joda (http://joda-time.sourceforge.net/) data types. ,http://xircles.codehaus.org/projects/jackson/repos/primary/repo,https://github.com/FasterXML/jackson-datatype-joda,,Extension module to properly support full datatype set of Joda datetime library
org.codehaus.jackson:jackson-core-asl,com.fasterxml.jackson.dataformat:jackson-dataformat-smile,11,TRUE,TRUE,http://jackson.codehaus.org,http://github.com/FasterXML/jackson-dataformats-binary,"Jackson is a high-performance JSON processor (parser, generator) ","Support for reading and writing Smile (""binary JSON"") encoded data using Jackson abstractions (streaming API, data binding, tree model) ",http://xircles.codehaus.org/projects/jackson/repos/primary/repo,https://github.com/FasterXML/jackson-dataformats-binary,,"Uber-project for standard Jackson binary format backends: avro, cbor, protobuf, smile"
org.codehaus.jackson:jackson-core-asl,com.fasterxml.jackson.jaxrs:jackson-jaxrs-base,11,TRUE,TRUE,http://jackson.codehaus.org,http://github.com/FasterXML/jackson-jaxrs-providers,"Jackson is a high-performance JSON processor (parser, generator) ",Pile of code that is shared by all Jackson-based JAX-RS providers. ,http://xircles.codehaus.org/projects/jackson/repos/primary/repo,https://github.com/FasterXML/jackson-jaxrs-providers,,"Multi-module project that contains Jackson-based JAX-RS providers for JSON, XML, YAML, Smile, CBOR formats"
org.codehaus.jackson:jackson-core-asl,com.fasterxml.jackson.datatype:jackson-datatype-guava,8,TRUE,TRUE,http://jackson.codehaus.org,https://github.com/FasterXML/jackson-datatypes-collections,"Jackson is a high-performance JSON processor (parser, generator) ",Add-on datatype-support module for Jackson (https://github.com/FasterXML/jackson) that handles Guava (http://code.google.com/p/guava-libraries/) types (currently mostly just collection ones) ,http://xircles.codehaus.org/projects/jackson/repos/primary/repo,https://github.com/FasterXML/jackson-datatypes-collections,,"Jackson project that contains various collection-oriented datatype libraries: Guava, HPPC, PCollections"
org.codehaus.jackson:jackson-core-asl,com.fasterxml.jackson.datatype:jackson-datatype-json-org,5,TRUE,TRUE,http://jackson.codehaus.org,http://github.com/FasterXML/jackson-datatype-json-org,"Jackson is a high-performance JSON processor (parser, generator) ","Support for datatypes of ""org.json"" JSON library (see http://json.org/java), mainly to make it easier to upgrade code to Jackson, using automated conversions. ",http://xircles.codehaus.org/projects/jackson/repos/primary/repo,https://github.com/FasterXML/jackson-datatype-json-org,,"Support for org.json data types, to ease migration out of code that uses them"
org.codehaus.jackson:jackson-core-asl,com.fasterxml.jackson.jaxrs:jackson-jaxrs-xml-provider,2,TRUE,TRUE,http://jackson.codehaus.org,http://github.com/FasterXML/jackson-jaxrs-providers,"Jackson is a high-performance JSON processor (parser, generator) ",Functionality to handle XML input/output for JAX-RS implementations (like Jersey and RESTeasy) using standard Jackson data binding. ,http://xircles.codehaus.org/projects/jackson/repos/primary/repo,https://github.com/FasterXML/jackson-jaxrs-providers,,"Multi-module project that contains Jackson-based JAX-RS providers for JSON, XML, YAML, Smile, CBOR formats"
org.codehaus.jackson:jackson-core-asl,com.fasterxml.jackson:jackson-bom,2,TRUE,TRUE,http://jackson.codehaus.org,https://github.com/FasterXML/jackson-bom,"Jackson is a high-performance JSON processor (parser, generator) ",Parent pom for all Jackson components,http://xircles.codehaus.org/projects/jackson/repos/primary/repo,https://github.com/FasterXML/jackson-bom,,Bill of materials POM for Jackson projects
org.codehaus.jackson:jackson-mapper-asl,com.fasterxml.jackson.core:jackson-databind,542,TRUE,TRUE,http://jackson.codehaus.org,http://github.com/FasterXML/jackson,Data Mapper package is a high-performance data binding package built on Jackson JSON processor ,General data-binding functionality for Jackson: works on core streaming API,http://xircles.codehaus.org/projects/jackson/repos/primary/repo,https://github.com/FasterXML/jackson-databind,,General data-binding package for Jackson (2.x): works on streaming API (core) implementation(s)
org.codehaus.jackson:jackson-mapper-asl,com.fasterxml.jackson.core:jackson-core,374,TRUE,TRUE,http://jackson.codehaus.org,https://github.com/FasterXML/jackson-core,Data Mapper package is a high-performance data binding package built on Jackson JSON processor ,"Core Jackson processing abstractions (aka Streaming API), implementation for JSON",http://xircles.codehaus.org/projects/jackson/repos/primary/repo,https://github.com/FasterXML/jackson-core,,Core part of Jackson that defines Streaming API as well as basic shared abstractions
org.codehaus.jackson:jackson-mapper-asl,com.fasterxml.jackson.core:jackson-annotations,216,TRUE,TRUE,http://jackson.codehaus.org,http://github.com/FasterXML/jackson,Data Mapper package is a high-performance data binding package built on Jackson JSON processor ,"Core annotations used for value types, used by Jackson data binding package. ",http://xircles.codehaus.org/projects/jackson/repos/primary/repo,https://github.com/FasterXML/jackson-annotations,,Core annotations (annotations that only depend on jackson-core) for Jackson data processor
org.codehaus.jackson:jackson-mapper-asl,com.fasterxml.jackson.jaxrs:jackson-jaxrs-json-provider,58,TRUE,TRUE,http://jackson.codehaus.org,http://github.com/FasterXML/jackson-jaxrs-providers,Data Mapper package is a high-performance data binding package built on Jackson JSON processor ,Functionality to handle JSON input/output for JAX-RS implementations (like Jersey and RESTeasy) using standard Jackson data binding. ,http://xircles.codehaus.org/projects/jackson/repos/primary/repo,https://github.com/FasterXML/jackson-jaxrs-providers,,"Multi-module project that contains Jackson-based JAX-RS providers for JSON, XML, YAML, Smile, CBOR formats"
org.codehaus.jackson:jackson-mapper-asl,com.fasterxml.jackson.module:jackson-module-jaxb-annotations,39,TRUE,TRUE,http://jackson.codehaus.org,https://github.com/FasterXML/jackson-modules-base,Data Mapper package is a high-performance data binding package built on Jackson JSON processor ,"Support for using JAXB annotations as an alternative to ""native"" Jackson annotations, for configuring data-binding. ",http://xircles.codehaus.org/projects/jackson/repos/primary/repo,https://github.com/FasterXML/jackson-modules-base,,Uber-project for foundational modules of Jackson that build directly on core components but nothing else; not including data format or datatype modules
org.codehaus.jackson:jackson-mapper-asl,com.google.code.gson:gson,28,TRUE,TRUE,http://jackson.codehaus.org,https://github.com/google/gson,Data Mapper package is a high-performance data binding package built on Jackson JSON processor ,Gson JSON library,http://xircles.codehaus.org/projects/jackson/repos/primary/repo,https://github.com/google/gson,,A Java serialization/deserialization library to convert Java Objects into JSON and back
org.codehaus.jackson:jackson-mapper-asl,org.jboss.resteasy:resteasy-jackson2-provider,20,TRUE,TRUE,http://jackson.codehaus.org,http://jboss.org/resteasy,Data Mapper package is a high-performance data binding package built on Jackson JSON processor ,REST and JAXRS,http://xircles.codehaus.org/projects/jackson/repos/primary/repo,https://github.com/resteasy/Resteasy,,REST and JAXRS
org.codehaus.jackson:jackson-mapper-asl,org.json:json,16,TRUE,TRUE,http://jackson.codehaus.org,https://github.com/douglascrockford/JSON-java,Data Mapper package is a high-performance data binding package built on Jackson JSON processor ," JSON is a light-weight, language independent, data interchange format. See http://www.JSON.org/ The files in this package implement JSON encoders/decoders in Java. It also includes the capability to convert between JSON and XML, HTTP headers, Cookies, and CDL. This is a reference implementation. There is a large number of JSON packages in Java. Perhaps someday the Java community will standardize on one. Until then, choose carefully. The license includes this restriction: ""The software shall be used for good, not evil."" If your conscience cannot live with that, then choose a different package. The package compiles on Java 1.2 thru Java 1.4. ",http://xircles.codehaus.org/projects/jackson/repos/primary/repo,https://github.com/douglascrockford/JSON-java,,A reference implementation of a JSON package in Java.
org.codehaus.jackson:jackson-mapper-asl,com.fasterxml.jackson.datatype:jackson-datatype-joda,15,TRUE,TRUE,http://jackson.codehaus.org,http://wiki.fasterxml.com/JacksonModuleJoda,Data Mapper package is a high-performance data binding package built on Jackson JSON processor ,Add-on module for Jackson (http://jackson.codehaus.org) to support Joda (http://joda-time.sourceforge.net/) data types. ,http://xircles.codehaus.org/projects/jackson/repos/primary/repo,https://github.com/FasterXML/jackson-datatype-joda,,Extension module to properly support full datatype set of Joda datetime library
org.codehaus.jackson:jackson-mapper-asl,com.fasterxml.jackson.dataformat:jackson-dataformat-xml,13,TRUE,TRUE,http://jackson.codehaus.org,https://github.com/FasterXML/jackson-dataformat-xml,Data Mapper package is a high-performance data binding package built on Jackson JSON processor ,"Data format extension for Jackson (http://jackson.codehaus.org) to offer alternative support for serializing POJOs as XML and deserializing XML as pojos. Support implemented on top of Stax API (javax.xml.stream), by implementing core Jackson Streaming API types like JsonGenerator, JsonParser and JsonFactory. Some data-binding types overridden as well (ObjectMapper sub-classed as XmlMapper). ",http://xircles.codehaus.org/projects/jackson/repos/primary/repo,https://github.com/FasterXML/jackson-dataformat-xml,,Extension for Jackson JSON processor that adds support for serializing POJOs as XML (and deserializing from XML) as an alternative to JSON
org.codehaus.jackson:jackson-mapper-asl,com.fasterxml.jackson.dataformat:jackson-dataformat-smile,10,TRUE,TRUE,http://jackson.codehaus.org,http://github.com/FasterXML/jackson-dataformats-binary,Data Mapper package is a high-performance data binding package built on Jackson JSON processor ,"Support for reading and writing Smile (""binary JSON"") encoded data using Jackson abstractions (streaming API, data binding, tree model) ",http://xircles.codehaus.org/projects/jackson/repos/primary/repo,https://github.com/FasterXML/jackson-dataformats-binary,,"Uber-project for standard Jackson binary format backends: avro, cbor, protobuf, smile"
org.codehaus.jackson:jackson-mapper-asl,com.fasterxml.jackson.datatype:jackson-datatype-guava,9,TRUE,TRUE,http://jackson.codehaus.org,https://github.com/FasterXML/jackson-datatypes-collections,Data Mapper package is a high-performance data binding package built on Jackson JSON processor ,Add-on datatype-support module for Jackson (https://github.com/FasterXML/jackson) that handles Guava (http://code.google.com/p/guava-libraries/) types (currently mostly just collection ones) ,http://xircles.codehaus.org/projects/jackson/repos/primary/repo,https://github.com/FasterXML/jackson-datatypes-collections,,"Jackson project that contains various collection-oriented datatype libraries: Guava, HPPC, PCollections"
org.codehaus.jackson:jackson-mapper-asl,com.fasterxml.jackson.jaxrs:jackson-jaxrs-base,8,TRUE,TRUE,http://jackson.codehaus.org,http://github.com/FasterXML/jackson-jaxrs-providers,Data Mapper package is a high-performance data binding package built on Jackson JSON processor ,Pile of code that is shared by all Jackson-based JAX-RS providers. ,http://xircles.codehaus.org/projects/jackson/repos/primary/repo,https://github.com/FasterXML/jackson-jaxrs-providers,,"Multi-module project that contains Jackson-based JAX-RS providers for JSON, XML, YAML, Smile, CBOR formats"
org.codehaus.jackson:jackson-mapper-asl,com.fasterxml.jackson:jackson-bom,3,TRUE,TRUE,http://jackson.codehaus.org,https://github.com/FasterXML/jackson-bom,Data Mapper package is a high-performance data binding package built on Jackson JSON processor ,Parent pom for all Jackson components,http://xircles.codehaus.org/projects/jackson/repos/primary/repo,https://github.com/FasterXML/jackson-bom,,Bill of materials POM for Jackson projects
org.codehaus.jackson:jackson-xc,com.fasterxml.jackson.core:jackson-databind,89,TRUE,TRUE,http://jackson.codehaus.org,http://github.com/FasterXML/jackson,Extensions that provide interoperability support for Jackson JSON processor's data binding functionality.,General data-binding functionality for Jackson: works on core streaming API,,https://github.com/FasterXML/jackson-databind,,General data-binding package for Jackson (2.x): works on streaming API (core) implementation(s)
org.codehaus.jackson:jackson-xc,com.fasterxml.jackson.core:jackson-annotations,74,TRUE,TRUE,http://jackson.codehaus.org,http://github.com/FasterXML/jackson,Extensions that provide interoperability support for Jackson JSON processor's data binding functionality.,"Core annotations used for value types, used by Jackson data binding package. ",,https://github.com/FasterXML/jackson-annotations,,Core annotations (annotations that only depend on jackson-core) for Jackson data processor
org.codehaus.jackson:jackson-xc,com.fasterxml.jackson.core:jackson-core,74,TRUE,TRUE,http://jackson.codehaus.org,https://github.com/FasterXML/jackson-core,Extensions that provide interoperability support for Jackson JSON processor's data binding functionality.,"Core Jackson processing abstractions (aka Streaming API), implementation for JSON",,https://github.com/FasterXML/jackson-core,,Core part of Jackson that defines Streaming API as well as basic shared abstractions
org.codehaus.jackson:jackson-xc,com.fasterxml.jackson.jaxrs:jackson-jaxrs-json-provider,50,TRUE,TRUE,http://jackson.codehaus.org,http://github.com/FasterXML/jackson-jaxrs-providers,Extensions that provide interoperability support for Jackson JSON processor's data binding functionality.,Functionality to handle JSON input/output for JAX-RS implementations (like Jersey and RESTeasy) using standard Jackson data binding. ,,https://github.com/FasterXML/jackson-jaxrs-providers,,"Multi-module project that contains Jackson-based JAX-RS providers for JSON, XML, YAML, Smile, CBOR formats"
org.codehaus.jackson:jackson-xc,com.fasterxml.jackson.module:jackson-module-jaxb-annotations,39,TRUE,TRUE,http://jackson.codehaus.org,https://github.com/FasterXML/jackson-modules-base,Extensions that provide interoperability support for Jackson JSON processor's data binding functionality.,"Support for using JAXB annotations as an alternative to ""native"" Jackson annotations, for configuring data-binding. ",,https://github.com/FasterXML/jackson-modules-base,,Uber-project for foundational modules of Jackson that build directly on core components but nothing else; not including data format or datatype modules
org.codehaus.jackson:jackson-xc,org.jboss.resteasy:resteasy-jackson2-provider,17,TRUE,TRUE,http://jackson.codehaus.org,http://jboss.org/resteasy,Extensions that provide interoperability support for Jackson JSON processor's data binding functionality.,REST and JAXRS,,https://github.com/resteasy/Resteasy,,REST and JAXRS
org.codehaus.jackson:jackson-xc,com.fasterxml.jackson.jaxrs:jackson-jaxrs-base,10,TRUE,TRUE,http://jackson.codehaus.org,http://github.com/FasterXML/jackson-jaxrs-providers,Extensions that provide interoperability support for Jackson JSON processor's data binding functionality.,Pile of code that is shared by all Jackson-based JAX-RS providers. ,,https://github.com/FasterXML/jackson-jaxrs-providers,,"Multi-module project that contains Jackson-based JAX-RS providers for JSON, XML, YAML, Smile, CBOR formats"
org.codehaus.jackson:jackson-xc,com.fasterxml.jackson.dataformat:jackson-dataformat-smile,7,TRUE,TRUE,http://jackson.codehaus.org,http://github.com/FasterXML/jackson-dataformats-binary,Extensions that provide interoperability support for Jackson JSON processor's data binding functionality.,"Support for reading and writing Smile (""binary JSON"") encoded data using Jackson abstractions (streaming API, data binding, tree model) ",,https://github.com/FasterXML/jackson-dataformats-binary,,"Uber-project for standard Jackson binary format backends: avro, cbor, protobuf, smile"
org.codehaus.jackson:jackson-xc,com.fasterxml.jackson.datatype:jackson-datatype-guava,3,TRUE,TRUE,http://jackson.codehaus.org,https://github.com/FasterXML/jackson-datatypes-collections,Extensions that provide interoperability support for Jackson JSON processor's data binding functionality.,Add-on datatype-support module for Jackson (https://github.com/FasterXML/jackson) that handles Guava (http://code.google.com/p/guava-libraries/) types (currently mostly just collection ones) ,,https://github.com/FasterXML/jackson-datatypes-collections,,"Jackson project that contains various collection-oriented datatype libraries: Guava, HPPC, PCollections"
org.codehaus.jackson:jackson-xc,com.fasterxml.jackson.datatype:jackson-datatype-joda,3,TRUE,TRUE,http://jackson.codehaus.org,http://wiki.fasterxml.com/JacksonModuleJoda,Extensions that provide interoperability support for Jackson JSON processor's data binding functionality.,Add-on module for Jackson (http://jackson.codehaus.org) to support Joda (http://joda-time.sourceforge.net/) data types. ,,https://github.com/FasterXML/jackson-datatype-joda,,Extension module to properly support full datatype set of Joda datetime library
org.codehaus.jackson:jackson-xc,com.fasterxml.jackson.jaxrs:jackson-jaxrs-xml-provider,3,TRUE,TRUE,http://jackson.codehaus.org,http://github.com/FasterXML/jackson-jaxrs-providers,Extensions that provide interoperability support for Jackson JSON processor's data binding functionality.,Functionality to handle XML input/output for JAX-RS implementations (like Jersey and RESTeasy) using standard Jackson data binding. ,,https://github.com/FasterXML/jackson-jaxrs-providers,,"Multi-module project that contains Jackson-based JAX-RS providers for JSON, XML, YAML, Smile, CBOR formats"
org.codehaus.jettison:jettison,com.fasterxml.jackson.core:jackson-databind,13,TRUE,TRUE,https://github.com/jettison-json/jettison,http://github.com/FasterXML/jackson,A StAX implementation for JSON.,General data-binding functionality for Jackson: works on core streaming API,https://github.com/jettison-json/jettison,https://github.com/FasterXML/jackson-databind,,General data-binding package for Jackson (2.x): works on streaming API (core) implementation(s)
org.codehaus.jettison:jettison,org.json:json,6,TRUE,TRUE,https://github.com/jettison-json/jettison,https://github.com/douglascrockford/JSON-java,A StAX implementation for JSON.," JSON is a light-weight, language independent, data interchange format. See http://www.JSON.org/ The files in this package implement JSON encoders/decoders in Java. It also includes the capability to convert between JSON and XML, HTTP headers, Cookies, and CDL. This is a reference implementation. There is a large number of JSON packages in Java. Perhaps someday the Java community will standardize on one. Until then, choose carefully. The license includes this restriction: ""The software shall be used for good, not evil."" If your conscience cannot live with that, then choose a different package. The package compiles on Java 1.2 thru Java 1.4. ",https://github.com/jettison-json/jettison,https://github.com/douglascrockford/JSON-java,,A reference implementation of a JSON package in Java.
org.codehaus.jettison:jettison,javax.json:javax.json-api,5,TRUE,TRUE,https://github.com/jettison-json/jettison,http://json-processing-spec.java.net,A StAX implementation for JSON.,API module of JSR 353:Java API for Processing JSON,https://github.com/jettison-json/jettison,scm:git:git://java.net/jsonp~git/api/javax.json-api,,
org.codehaus.jettison:jettison,com.cedarsoftware:json-io,1,TRUE,TRUE,https://github.com/jettison-json/jettison,https://github.com/jdereg/json-io,A StAX implementation for JSON.,Java JSON serialization,https://github.com/jettison-json/jettison,https://github.com/jdereg/json-io,,Convert Java to JSON. Convert JSON to Java.  Pretty print JSON.  Java JSON serializer.
org.codehaus.jettison:jettison,org.glassfish.jersey.media:jersey-media-json-jackson,1,TRUE,TRUE,https://github.com/jettison-json/jettison,,A StAX implementation for JSON., Jersey JSON Jackson entity providers support module. ,https://github.com/jettison-json/jettison,scm:git:git://java.net/jersey~code/project/jersey-media-json-jackson,,
org.codehaus.jettison:jettison,net.sf.json-lib:json-lib,0,TRUE,TRUE,https://github.com/jettison-json/jettison,http://json-lib.sourceforge.net,A StAX implementation for JSON.,"Java library for transforming beans, maps, collections, java       arrays and XML to JSON.",https://github.com/jettison-json/jettison,git://github.com/aalmiray/Json-lib.git,,"JSON-lib is a java library for transforming beans, maps, collections, java arrays and XML to JSON and back again to beans and DynaBeans."
