fromLibrary,toLibrary,fromGroupArtifact,toGroupArtifact,inDepSeq,dataConfirmed
guava,commons-lang,com.google.guava:guava,org.apache.commons:commons-lang3,629,TRUE
guava,mahout,com.google.guava:guava,org.apache.mahout:mahout,0,FALSE
guava,commons-collections,com.google.guava:guava,org.apache.commons:commons-collections4,107,FALSE
guava,samskivert,com.google.guava:guava,com.samskivert:samskivert,1,FALSE
guava,high-scale-lib,com.google.guava:guava,com.boundary:high-scale-lib,1,FALSE
guava,mahout,com.google.guava:guava,org.apache.mahout:mahout-core,4,FALSE
guava,mahout,com.google.guava:guava,org.apache.mahout:mahout-math,6,FALSE
guava,javolution,com.google.guava:guava,org.javolution:javolution,0,FALSE
guava,commons-collections,com.google.guava:guava,commons-collections:commons-collections,261,FALSE
guava,joda-time,com.google.guava:guava,joda-time:joda-time,295,FALSE
guava,colt,com.google.guava:guava,colt:colt,15,FALSE
guava,lambdaj,com.google.guava:guava,com.googlecode.lambdaj:lambdaj,12,FALSE
guava,mahout,com.google.guava:guava,org.apache.mahout:mahout-collections,2,FALSE
guice,scannotation,org.sonatype.sisu:sisu-guice,org.scannotation:scannotation,0,FALSE
guice,groovy,com.google.inject:guice,groovy:groovy-all,0,FALSE
guice,reflectasm,com.google.inject:guice,com.esotericsoftware:reflectasm,1,FALSE
guice,reflectasm,com.google.inject:guice,com.esotericsoftware.reflectasm:reflectasm,2,FALSE
guice,groovy,com.google.inject:guice,org.codehaus.groovy:groovy,7,FALSE
guice,iogi,com.google.inject:guice,br.com.caelum:iogi,0,FALSE
guice,scannotation,org.sonatype.sisu:sisu-guice,net.sf.scannotation:scannotation,0,FALSE
guice,objenesis,com.google.inject:guice,org.objenesis:objenesis,9,FALSE
guice,scannotation,com.google.inject:guice,net.sf.scannotation:scannotation,1,FALSE
guice,reflections,org.sonatype.sisu:sisu-guice,org.reflections:reflections,0,FALSE
guice,groovy,com.google.inject:guice,org.codehaus.groovy:groovy-all,19,FALSE
guice,iogi,org.sonatype.sisu:sisu-guice,br.com.caelum:iogi,0,FALSE
guice,reflectasm,org.sonatype.sisu:sisu-guice,com.esotericsoftware.reflectasm:reflectasm,0,FALSE
guice,reflectasm,org.sonatype.sisu:sisu-guice,com.esotericsoftware:reflectasm,1,FALSE
guice,groovy,org.sonatype.sisu:sisu-guice,org.codehaus.groovy:groovy,1,FALSE
guice,groovy,org.sonatype.sisu:sisu-guice,groovy:groovy-all,0,FALSE
guice,groovy,com.google.inject:guice,groovy:groovy,0,FALSE
guice,objenesis,org.sonatype.sisu:sisu-guice,org.objenesis:objenesis,3,FALSE
guice,reflections,com.google.inject:guice,org.reflections:reflections,23,FALSE
guice,groovy,org.sonatype.sisu:sisu-guice,org.codehaus.groovy:groovy-all,4,FALSE
guice,scannotation,com.google.inject:guice,org.scannotation:scannotation,0,FALSE
guice,groovy,org.sonatype.sisu:sisu-guice,groovy:groovy,0,FALSE
h2,mongo-java-driver,com.h2database:h2,org.mongodb:mongo-java-driver,30,FALSE
h2,sqljet,com.h2database:h2,org.tmatesoft.sqljet:sqljet,1,FALSE
h2,postgresql,com.h2database:h2,postgresql:postgresql,71,TRUE
h2,hbase,com.h2database:h2,org.apache.hbase:hbase,8,FALSE
h2,derby,com.h2database:h2,org.apache.derby:derby,89,FALSE
h2,hazelcast,com.h2database:h2,com.hazelcast:hazelcast,101,FALSE
h2,neo4j,com.h2database:h2,org.neo4j:neo4j,3,FALSE
h2,hbase,com.h2database:h2,org.apache.hbase:hbase-server,3,FALSE
h2,hazelcast,com.h2database:h2,com.hazelcast:hazelcast-client,103,FALSE
h2,hbase,com.h2database:h2,org.apache.hbase:hbase-client,3,FALSE
h2,cassandra,com.h2database:h2,org.apache.cassandra:cassandra-all,18,FALSE
h2,hsqldb,com.h2database:h2,hsqldb:hsqldb,22,TRUE
h2,infinispan,com.h2database:h2,org.infinispan:infinispan-core,35,FALSE
h2,derby,com.h2database:h2,org.apache.derby:derbyclient,22,FALSE
h2,cassandra,com.h2database:h2,com.datastax.cassandra:cassandra-driver-core,78,FALSE
h2,hsqldb,com.h2database:h2,org.hsqldb:hsqldb,128,TRUE
h2,sqlite-jdbc,com.h2database:h2,org.wisdom-framework:sqlite-jdbc,0,FALSE
h2,sqlite-jdbc,com.h2database:h2,org.xerial:sqlite-jdbc,167,TRUE
h2,postgresql,com.h2database:h2,org.postgresql:postgresql,229,FALSE
hamcrest,jmockit,org.hamcrest:hamcrest,com.googlecode.jmockit:jmockit,0,FALSE
hamcrest,fest,org.hamcrest:hamcrest-core,org.easytesting:fest-assert-core,11,TRUE
hamcrest,jmockit,org.hamcrest:java-hamcrest,mockit:jmockit,0,FALSE
hamcrest,powermock,org.hamcrest:hamcrest-core,org.powermock:powermock-api-mockito,38,TRUE
hamcrest,fest,org.hamcrest:java-hamcrest,org.easytesting:fest-assert-core,0,FALSE
hamcrest,mockito,org.hamcrest:hamcrest-core,org.mockito:mockito-all,85,TRUE
hamcrest,easymock,org.hamcrest:hamcrest-core,org.easymock:easymock,27,FALSE
hamcrest,mockito,org.hamcrest:java-hamcrest,org.mockito:mockito-core,26,FALSE
hamcrest,powermock,org.hamcrest:hamcrest-core,org.powermock:powermock-core,29,FALSE
hamcrest,jmockit,org.hamcrest:hamcrest-all,mockit:jmockit,1,FALSE
hamcrest,jmock,org.hamcrest:hamcrest,jmock:jmock,0,FALSE
hamcrest,jmockit,org.hamcrest:hamcrest-all,org.jmockit:jmockit,1,FALSE
hamcrest,powermock,org.hamcrest:hamcrest-library,org.powermock:powermock,0,FALSE
hamcrest,jmock,org.hamcrest:hamcrest-core,org.jmock:jmock,21,FALSE
hamcrest,fest,org.hamcrest:hamcrest,org.easytesting:fest-assert,0,FALSE
hamcrest,powermock,org.hamcrest:hamcrest,org.powermock:powermock-module-junit4,0,FALSE
hamcrest,easymock,org.hamcrest:hamcrest-all,org.easymock:easymock,52,FALSE
hamcrest,jmockit,org.hamcrest:hamcrest-library,mockit:jmockit,2,FALSE
hamcrest,powermock,org.hamcrest:java-hamcrest,org.powermock:powermock-module-junit4,3,FALSE
hamcrest,powermock,org.hamcrest:hamcrest-all,org.powermock:powermock-api-mockito,50,FALSE
hamcrest,easymock,org.hamcrest:java-hamcrest,easymock:easymock,0,FALSE
hamcrest,jmock,org.hamcrest:hamcrest-all,jmock:jmock,3,FALSE
hamcrest,powermock,org.hamcrest:java-hamcrest,org.powermock:powermock-core,0,FALSE
hamcrest,easymock,org.hamcrest:hamcrest,org.easymock:easymock,0,FALSE
hamcrest,powermock,org.hamcrest:hamcrest-core,org.powermock:powermock,0,FALSE
hamcrest,mockobjects,org.hamcrest:hamcrest-library,mockobjects:mockobjects-core,2,FALSE
hamcrest,powermock,org.hamcrest:hamcrest-library,org.powermock:powermock-module-junit4,100,FALSE
hamcrest,mockobjects,org.hamcrest:java-hamcrest,mockobjects:mockobjects-core,0,FALSE
hamcrest,jmock,org.hamcrest:hamcrest-all,org.jmock:jmock,34,FALSE
hamcrest,powermock,org.hamcrest:hamcrest-core,org.powermock:powermock-api,0,FALSE
hamcrest,mockito,org.hamcrest:hamcrest-library,org.mockito:mockito-core,345,FALSE
hamcrest,jmockit,org.hamcrest:hamcrest,mockit:jmockit,0,FALSE
hamcrest,jmock,org.hamcrest:hamcrest-library,org.jmock:jmock,29,FALSE
hamcrest,powermock,org.hamcrest:hamcrest-library,org.powermock:powermock-core,30,FALSE
hamcrest,mockito,org.hamcrest:hamcrest-all,org.mockito:mockito-core,592,TRUE
hamcrest,mockito,org.hamcrest:hamcrest-core,org.mockito:mockito-core,289,TRUE
hamcrest,mockito,org.hamcrest:hamcrest,org.mockito:mockito-core,8,FALSE
hamcrest,jmock,org.hamcrest:hamcrest,org.jmock:jmock-junit4,0,FALSE
hamcrest,jmock,org.hamcrest:hamcrest-library,jmock:jmock,0,FALSE
hamcrest,powermock,org.hamcrest:hamcrest,org.powermock:powermock-core,0,FALSE
hamcrest,jmockit,org.hamcrest:hamcrest-core,org.jmockit:jmockit,3,FALSE
hamcrest,jmock,org.hamcrest:java-hamcrest,jmock:jmock,0,FALSE
hamcrest,powermock,org.hamcrest:hamcrest,org.powermock:powermock,0,FALSE
hamcrest,jmock,org.hamcrest:hamcrest-core,jmock:jmock,5,FALSE
hamcrest,mockito,org.hamcrest:hamcrest-all,org.mockito:mockito-all,335,FALSE
hamcrest,fest,org.hamcrest:hamcrest-core,org.easytesting:fest-assert,3,FALSE
hamcrest,fest,org.hamcrest:hamcrest,org.easytesting:fest-assert-core,0,FALSE
hamcrest,jmockit,org.hamcrest:java-hamcrest,com.googlecode.jmockit:jmockit,0,FALSE
hamcrest,mockobjects,org.hamcrest:hamcrest,mockobjects:mockobjects-core,0,FALSE
hamcrest,powermock,org.hamcrest:hamcrest-all,org.powermock:powermock-module-junit4,71,FALSE
hamcrest,fest,org.hamcrest:hamcrest-library,org.easytesting:fest-assert,4,TRUE
hamcrest,jmockit,org.hamcrest:java-hamcrest,org.jmockit:jmockit,0,FALSE
hamcrest,powermock,org.hamcrest:hamcrest,org.powermock:powermock-api-mockito,0,FALSE
hamcrest,mockito,org.hamcrest:hamcrest-library,org.mockito:mockito-all,110,FALSE
hamcrest,jmock,org.hamcrest:hamcrest,org.jmock:jmock,0,FALSE
hamcrest,easymock,org.hamcrest:hamcrest-core,easymock:easymock,1,FALSE
hamcrest,jmockit,org.hamcrest:hamcrest-core,com.googlecode.jmockit:jmockit,1,FALSE
hamcrest,mockito,org.hamcrest:hamcrest,org.mockito:mockito-all,1,FALSE
hamcrest,jmock,org.hamcrest:java-hamcrest,org.jmock:jmock-junit4,0,FALSE
hamcrest,jmockit,org.hamcrest:hamcrest-library,com.googlecode.jmockit:jmockit,4,FALSE
hamcrest,powermock,org.hamcrest:java-hamcrest,org.powermock:powermock-api-mockito,1,FALSE
hamcrest,easymock,org.hamcrest:java-hamcrest,org.easymock:easymock,0,FALSE
hamcrest,powermock,org.hamcrest:hamcrest-all,org.powermock:powermock-core,29,FALSE
hamcrest,fest,org.hamcrest:java-hamcrest,org.easytesting:fest-assert,0,FALSE
hamcrest,powermock,org.hamcrest:hamcrest-core,org.powermock:powermock-module-junit4,67,FALSE
hamcrest,mockobjects,org.hamcrest:hamcrest-core,mockobjects:mockobjects-core,0,FALSE
hamcrest,mockobjects,org.hamcrest:hamcrest-all,mockobjects:mockobjects-core,1,FALSE
hamcrest,powermock,org.hamcrest:hamcrest-library,org.powermock:powermock-api,0,FALSE
hamcrest,powermock,org.hamcrest:hamcrest-library,org.powermock:powermock-api-mockito,77,FALSE
hamcrest,jmock,org.hamcrest:java-hamcrest,org.jmock:jmock,0,FALSE
hamcrest,powermock,org.hamcrest:hamcrest-all,org.powermock:powermock-api,0,FALSE
hamcrest,powermock,org.hamcrest:java-hamcrest,org.powermock:powermock-api,0,FALSE
hamcrest,powermock,org.hamcrest:hamcrest,org.powermock:powermock-api,0,FALSE
hamcrest,fest,org.hamcrest:hamcrest-all,org.easytesting:fest-assert-core,13,FALSE
hamcrest,mockobjects,org.hamcrest:hamcrest-all,mockobjects:mockobjects,0,FALSE
hamcrest,mockobjects,org.hamcrest:java-hamcrest,mockobjects:mockobjects,0,FALSE
hamcrest,mockobjects,org.hamcrest:hamcrest,mockobjects:mockobjects,0,FALSE
hamcrest,jmock,org.hamcrest:hamcrest-core,org.jmock:jmock-junit4,21,FALSE
hamcrest,easymock,org.hamcrest:hamcrest-all,easymock:easymock,2,FALSE
hamcrest,fest,org.hamcrest:hamcrest-library,org.easytesting:fest-assert-core,4,TRUE
hamcrest,easymock,org.hamcrest:hamcrest-library,org.easymock:easymock,44,FALSE
hamcrest,fest,org.hamcrest:hamcrest-all,org.easytesting:fest-assert,26,TRUE
hamcrest,powermock,org.hamcrest:java-hamcrest,org.powermock:powermock,0,FALSE
hamcrest,jmockit,org.hamcrest:hamcrest-library,org.jmockit:jmockit,1,FALSE
hamcrest,mockito,org.hamcrest:java-hamcrest,org.mockito:mockito-all,29,FALSE
hamcrest,mockobjects,org.hamcrest:hamcrest-core,mockobjects:mockobjects,0,FALSE
hamcrest,jmockit,org.hamcrest:hamcrest-core,mockit:jmockit,0,FALSE
hamcrest,jmockit,org.hamcrest:hamcrest-all,com.googlecode.jmockit:jmockit,1,FALSE
hamcrest,jmockit,org.hamcrest:hamcrest,org.jmockit:jmockit,0,FALSE
hamcrest,mockobjects,org.hamcrest:hamcrest-library,mockobjects:mockobjects,0,FALSE
hamcrest,jmock,org.hamcrest:hamcrest-library,org.jmock:jmock-junit4,21,FALSE
hamcrest,easymock,org.hamcrest:hamcrest,easymock:easymock,0,FALSE
hamcrest,jmock,org.hamcrest:hamcrest-all,org.jmock:jmock-junit4,159,FALSE
hamcrest,easymock,org.hamcrest:hamcrest-library,easymock:easymock,1,FALSE
hamcrest,powermock,org.hamcrest:hamcrest-all,org.powermock:powermock,0,FALSE
hazelcast,cassandra,com.hazelcast:hazelcast,org.apache.cassandra:cassandra-all,8,FALSE
hazelcast,hsqldb,com.hazelcast:hazelcast-client,org.hsqldb:hsqldb,3,FALSE
hazelcast,hbase,com.hazelcast:hazelcast-client,org.apache.hbase:hbase-server,0,FALSE
hazelcast,mongo-java-driver,com.hazelcast:hazelcast,org.mongodb:mongo-java-driver,5,FALSE
hazelcast,sqljet,com.hazelcast:hazelcast-client,org.tmatesoft.sqljet:sqljet,0,FALSE
hazelcast,sqlite-jdbc,com.hazelcast:hazelcast-client,org.xerial:sqlite-jdbc,2,FALSE
hazelcast,hsqldb,com.hazelcast:hazelcast,hsqldb:hsqldb,3,FALSE
hazelcast,postgresql,com.hazelcast:hazelcast-client,postgresql:postgresql,0,FALSE
hazelcast,h2,com.hazelcast:hazelcast,com.h2database:h2,30,FALSE
hazelcast,sqljet,com.hazelcast:hazelcast,org.tmatesoft.sqljet:sqljet,0,FALSE
hazelcast,sqlite-jdbc,com.hazelcast:hazelcast-client,org.wisdom-framework:sqlite-jdbc,0,FALSE
hazelcast,postgresql,com.hazelcast:hazelcast-client,org.postgresql:postgresql,2,FALSE
hazelcast,hbase,com.hazelcast:hazelcast-client,org.apache.hbase:hbase-client,0,FALSE
hazelcast,cassandra,com.hazelcast:hazelcast-client,com.datastax.cassandra:cassandra-driver-core,1,FALSE
hazelcast,postgresql,com.hazelcast:hazelcast,postgresql:postgresql,5,FALSE
hazelcast,infinispan,com.hazelcast:hazelcast,org.infinispan:infinispan-core,15,FALSE
hazelcast,neo4j,com.hazelcast:hazelcast,org.neo4j:neo4j,4,FALSE
hazelcast,infinispan,com.hazelcast:hazelcast-client,org.infinispan:infinispan-core,8,FALSE
hazelcast,derby,com.hazelcast:hazelcast-client,org.apache.derby:derby,1,FALSE
hazelcast,hbase,com.hazelcast:hazelcast,org.apache.hbase:hbase-client,0,FALSE
hazelcast,hbase,com.hazelcast:hazelcast,org.apache.hbase:hbase-server,0,FALSE
hazelcast,h2,com.hazelcast:hazelcast-client,com.h2database:h2,2,FALSE
hazelcast,sqlite-jdbc,com.hazelcast:hazelcast,org.wisdom-framework:sqlite-jdbc,0,FALSE
hazelcast,cassandra,com.hazelcast:hazelcast-client,org.apache.cassandra:cassandra-all,9,FALSE
hazelcast,hbase,com.hazelcast:hazelcast,org.apache.hbase:hbase,1,FALSE
hazelcast,cassandra,com.hazelcast:hazelcast,com.datastax.cassandra:cassandra-driver-core,13,FALSE
hazelcast,derby,com.hazelcast:hazelcast,org.apache.derby:derby,4,FALSE
hazelcast,hbase,com.hazelcast:hazelcast-client,org.apache.hbase:hbase,0,FALSE
hazelcast,derby,com.hazelcast:hazelcast,org.apache.derby:derbyclient,2,FALSE
hazelcast,derby,com.hazelcast:hazelcast-client,org.apache.derby:derbyclient,0,FALSE
hazelcast,sqlite-jdbc,com.hazelcast:hazelcast,org.xerial:sqlite-jdbc,7,FALSE
hazelcast,mongo-java-driver,com.hazelcast:hazelcast-client,org.mongodb:mongo-java-driver,3,FALSE
hazelcast,hsqldb,com.hazelcast:hazelcast-client,hsqldb:hsqldb,0,FALSE
hazelcast,neo4j,com.hazelcast:hazelcast-client,org.neo4j:neo4j,0,FALSE
hazelcast,postgresql,com.hazelcast:hazelcast,org.postgresql:postgresql,11,FALSE
hazelcast,hsqldb,com.hazelcast:hazelcast,org.hsqldb:hsqldb,15,FALSE
hbase,postgresql,org.apache.hbase:hbase-client,org.postgresql:postgresql,0,FALSE
hbase,postgresql,org.apache.hbase:hbase-server,postgresql:postgresql,0,FALSE
hbase,sqlite-jdbc,org.apache.hbase:hbase,org.wisdom-framework:sqlite-jdbc,0,FALSE
hbase,hsqldb,org.apache.hbase:hbase-client,hsqldb:hsqldb,0,FALSE
hbase,hazelcast,org.apache.hbase:hbase,com.hazelcast:hazelcast-client,1,FALSE
hbase,mongo-java-driver,org.apache.hbase:hbase-client,org.mongodb:mongo-java-driver,0,FALSE
hbase,hazelcast,org.apache.hbase:hbase-server,com.hazelcast:hazelcast-client,2,FALSE
hbase,h2,org.apache.hbase:hbase-client,com.h2database:h2,3,FALSE
hbase,cassandra,org.apache.hbase:hbase-client,com.datastax.cassandra:cassandra-driver-core,24,FALSE
hbase,derby,org.apache.hbase:hbase,org.apache.derby:derbyclient,2,FALSE
hbase,mongo-java-driver,org.apache.hbase:hbase,org.mongodb:mongo-java-driver,4,FALSE
hbase,cassandra,org.apache.hbase:hbase-server,com.datastax.cassandra:cassandra-driver-core,4,FALSE
hbase,postgresql,org.apache.hbase:hbase,postgresql:postgresql,0,FALSE
hbase,neo4j,org.apache.hbase:hbase-server,org.neo4j:neo4j,1,FALSE
hbase,hsqldb,org.apache.hbase:hbase,hsqldb:hsqldb,3,FALSE
hbase,neo4j,org.apache.hbase:hbase-client,org.neo4j:neo4j,0,FALSE
hbase,infinispan,org.apache.hbase:hbase-client,org.infinispan:infinispan-core,0,FALSE
hbase,cassandra,org.apache.hbase:hbase,com.datastax.cassandra:cassandra-driver-core,0,FALSE
hbase,sqlite-jdbc,org.apache.hbase:hbase-server,org.wisdom-framework:sqlite-jdbc,0,FALSE
hbase,sqljet,org.apache.hbase:hbase-client,org.tmatesoft.sqljet:sqljet,0,FALSE
hbase,derby,org.apache.hbase:hbase-client,org.apache.derby:derby,0,FALSE
hbase,derby,org.apache.hbase:hbase-server,org.apache.derby:derbyclient,0,FALSE
hbase,sqljet,org.apache.hbase:hbase-server,org.tmatesoft.sqljet:sqljet,0,FALSE
hbase,derby,org.apache.hbase:hbase-client,org.apache.derby:derbyclient,0,FALSE
hbase,derby,org.apache.hbase:hbase-server,org.apache.derby:derby,1,FALSE
hbase,postgresql,org.apache.hbase:hbase,org.postgresql:postgresql,1,FALSE
hbase,hsqldb,org.apache.hbase:hbase,org.hsqldb:hsqldb,10,FALSE
hbase,derby,org.apache.hbase:hbase,org.apache.derby:derby,16,FALSE
hbase,neo4j,org.apache.hbase:hbase,org.neo4j:neo4j,0,FALSE
hbase,cassandra,org.apache.hbase:hbase-server,org.apache.cassandra:cassandra-all,0,FALSE
hbase,hsqldb,org.apache.hbase:hbase-server,hsqldb:hsqldb,0,FALSE
hbase,h2,org.apache.hbase:hbase-server,com.h2database:h2,2,FALSE
hbase,mongo-java-driver,org.apache.hbase:hbase-server,org.mongodb:mongo-java-driver,0,FALSE
hbase,sqlite-jdbc,org.apache.hbase:hbase-client,org.wisdom-framework:sqlite-jdbc,0,FALSE
hbase,infinispan,org.apache.hbase:hbase,org.infinispan:infinispan-core,2,FALSE
hbase,hsqldb,org.apache.hbase:hbase-client,org.hsqldb:hsqldb,4,FALSE
hbase,sqljet,org.apache.hbase:hbase,org.tmatesoft.sqljet:sqljet,0,FALSE
hbase,sqlite-jdbc,org.apache.hbase:hbase-server,org.xerial:sqlite-jdbc,0,FALSE
hbase,hazelcast,org.apache.hbase:hbase-client,com.hazelcast:hazelcast-client,0,FALSE
hbase,cassandra,org.apache.hbase:hbase,org.apache.cassandra:cassandra-all,14,FALSE
hbase,infinispan,org.apache.hbase:hbase-server,org.infinispan:infinispan-core,0,FALSE
hbase,cassandra,org.apache.hbase:hbase-client,org.apache.cassandra:cassandra-all,1,FALSE
hbase,sqlite-jdbc,org.apache.hbase:hbase-client,org.xerial:sqlite-jdbc,0,FALSE
hbase,hazelcast,org.apache.hbase:hbase-client,com.hazelcast:hazelcast,0,FALSE
hbase,postgresql,org.apache.hbase:hbase-server,org.postgresql:postgresql,6,FALSE
hbase,hsqldb,org.apache.hbase:hbase-server,org.hsqldb:hsqldb,1,FALSE
hbase,sqlite-jdbc,org.apache.hbase:hbase,org.xerial:sqlite-jdbc,2,FALSE
hbase,h2,org.apache.hbase:hbase,com.h2database:h2,6,FALSE
hbase,hazelcast,org.apache.hbase:hbase,com.hazelcast:hazelcast,3,FALSE
hbase,hazelcast,org.apache.hbase:hbase-server,com.hazelcast:hazelcast,2,FALSE
hbase,postgresql,org.apache.hbase:hbase-client,postgresql:postgresql,6,FALSE
hibernate,eclipselink,hibernate:hibernate,org.eclipse.persistence:eclipselink,0,FALSE
hibernate,eclipselink,org.hibernate.javax.persistence:hibernate-jpa-2.1-api,org.eclipse.persistence:eclipselink,10,FALSE
hibernate,eclipselink,org.atteo.moonshine:hibernate,org.eclipse.persistence:eclipselink,0,FALSE
hibernate,eclipselink,org.hibernate:hibernate-core,org.eclipse.persistence:eclipselink,10,FALSE
hibernate,eclipselink,com.liferay:org.hibernate.core,org.eclipse.persistence:eclipselink,0,FALSE
hibernate,eclipselink,org.hibernate:hibernate-entitymanager,org.eclipse.persistence:eclipselink,28,FALSE
hibernate,eclipselink,org.hibernate:hibernate,org.eclipse.persistence:eclipselink,2,FALSE
high-scale-lib,colt,com.boundary:high-scale-lib,colt:colt,0,FALSE
high-scale-lib,fastutil,com.boundary:high-scale-lib,fastutil:fastutil,0,FALSE
high-scale-lib,commons-lang,com.boundary:high-scale-lib,org.apache.commons:commons-lang3,1,FALSE
high-scale-lib,samskivert,com.boundary:high-scale-lib,com.samskivert:samskivert,0,FALSE
high-scale-lib,javolution,com.boundary:high-scale-lib,javolution:javolution,1,FALSE
high-scale-lib,commons-collections,com.boundary:high-scale-lib,org.apache.commons:commons-collections4,0,FALSE
high-scale-lib,lambdaj,com.boundary:high-scale-lib,com.googlecode.lambdaj:lambdaj,0,FALSE
high-scale-lib,commons-lang,com.boundary:high-scale-lib,commons-lang:commons-lang,1,FALSE
high-scale-lib,mahout,com.boundary:high-scale-lib,org.apache.mahout:mahout,0,FALSE
high-scale-lib,mahout,com.boundary:high-scale-lib,org.apache.mahout:mahout-math,0,FALSE
high-scale-lib,fastutil,com.boundary:high-scale-lib,it.unimi.dsi:fastutil,0,FALSE
high-scale-lib,commons-collections,com.boundary:high-scale-lib,commons-collections:commons-collections,1,FALSE
high-scale-lib,javolution,com.boundary:high-scale-lib,org.javolution:javolution,0,FALSE
high-scale-lib,hppc,com.boundary:high-scale-lib,com.carrotsearch:hppc,1,FALSE
high-scale-lib,mahout,com.boundary:high-scale-lib,org.apache.mahout:mahout-collections,0,FALSE
high-scale-lib,mahout,com.boundary:high-scale-lib,org.apache.mahout:mahout-core,0,FALSE
high-scale-lib,trove4j,com.boundary:high-scale-lib,net.sf.trove4j:trove4j,0,FALSE
high-scale-lib,guava,com.boundary:high-scale-lib,com.google.guava:guava,1,FALSE
high-scale-lib,joda-time,com.boundary:high-scale-lib,joda-time:joda-time,1,FALSE
high-scale-lib,collections-generic,com.boundary:high-scale-lib,net.sourceforge.collections:collections-generic,0,FALSE
hppc,colt,com.carrotsearch:hppc,colt:colt,3,FALSE
hppc,javolution,com.carrotsearch:hppc,org.javolution:javolution,0,FALSE
hppc,commons-collections,com.carrotsearch:hppc,org.apache.commons:commons-collections4,2,FALSE
hppc,collections-generic,com.carrotsearch:hppc,net.sourceforge.collections:collections-generic,5,FALSE
hppc,mahout,com.carrotsearch:hppc,org.apache.mahout:mahout-math,0,FALSE
hppc,commons-collections,com.carrotsearch:hppc,commons-collections:commons-collections,9,FALSE
hppc,lambdaj,com.carrotsearch:hppc,com.googlecode.lambdaj:lambdaj,0,FALSE
hppc,mahout,com.carrotsearch:hppc,org.apache.mahout:mahout,0,FALSE
hppc,joda-time,com.carrotsearch:hppc,joda-time:joda-time,19,FALSE
hppc,fastutil,com.carrotsearch:hppc,it.unimi.dsi:fastutil,7,TRUE
hppc,mahout,com.carrotsearch:hppc,org.apache.mahout:mahout-core,0,FALSE
hppc,high-scale-lib,com.carrotsearch:hppc,com.boundary:high-scale-lib,1,FALSE
hppc,commons-lang,com.carrotsearch:hppc,commons-lang:commons-lang,9,FALSE
hppc,commons-lang,com.carrotsearch:hppc,org.apache.commons:commons-lang3,13,FALSE
hppc,trove4j,com.carrotsearch:hppc,net.sf.trove4j:trove4j,0,FALSE
hppc,mahout,com.carrotsearch:hppc,org.apache.mahout:mahout-collections,0,FALSE
hppc,guava,com.carrotsearch:hppc,com.google.guava:guava,30,FALSE
hppc,fastutil,com.carrotsearch:hppc,fastutil:fastutil,0,FALSE
hppc,javolution,com.carrotsearch:hppc,javolution:javolution,1,FALSE
hppc,samskivert,com.carrotsearch:hppc,com.samskivert:samskivert,0,FALSE
hsqldb,sqljet,org.hsqldb:hsqldb,org.tmatesoft.sqljet:sqljet,1,FALSE
hsqldb,hazelcast,org.hsqldb:hsqldb,com.hazelcast:hazelcast-client,103,FALSE
hsqldb,postgresql,org.hsqldb:hsqldb,org.postgresql:postgresql,146,FALSE
hsqldb,cassandra,org.hsqldb:hsqldb,com.datastax.cassandra:cassandra-driver-core,68,FALSE
hsqldb,sqlite-jdbc,org.hsqldb:hsqldb,org.wisdom-framework:sqlite-jdbc,0,FALSE
hsqldb,sqljet,hsqldb:hsqldb,org.tmatesoft.sqljet:sqljet,0,FALSE
hsqldb,postgresql,hsqldb:hsqldb,org.postgresql:postgresql,14,FALSE
hsqldb,sqlite-jdbc,hsqldb:hsqldb,org.wisdom-framework:sqlite-jdbc,0,FALSE
hsqldb,hbase,org.hsqldb:hsqldb,org.apache.hbase:hbase-client,9,FALSE
hsqldb,infinispan,org.hsqldb:hsqldb,org.infinispan:infinispan-core,14,FALSE
hsqldb,derby,org.hsqldb:hsqldb,org.apache.derby:derbyclient,11,FALSE
hsqldb,neo4j,org.hsqldb:hsqldb,org.neo4j:neo4j,5,FALSE
hsqldb,postgresql,hsqldb:hsqldb,postgresql:postgresql,72,FALSE
hsqldb,hbase,org.hsqldb:hsqldb,org.apache.hbase:hbase,5,FALSE
hsqldb,hazelcast,hsqldb:hsqldb,com.hazelcast:hazelcast-client,0,FALSE
hsqldb,cassandra,hsqldb:hsqldb,org.apache.cassandra:cassandra-all,6,FALSE
hsqldb,hazelcast,org.hsqldb:hsqldb,com.hazelcast:hazelcast,136,FALSE
hsqldb,sqlite-jdbc,org.hsqldb:hsqldb,org.xerial:sqlite-jdbc,141,FALSE
hsqldb,derby,hsqldb:hsqldb,org.apache.derby:derby,60,TRUE
hsqldb,cassandra,hsqldb:hsqldb,com.datastax.cassandra:cassandra-driver-core,6,FALSE
hsqldb,derby,org.hsqldb:hsqldb,org.apache.derby:derby,114,TRUE
hsqldb,sqlite-jdbc,hsqldb:hsqldb,org.xerial:sqlite-jdbc,2,FALSE
hsqldb,cassandra,org.hsqldb:hsqldb,org.apache.cassandra:cassandra-all,15,FALSE
hsqldb,infinispan,hsqldb:hsqldb,org.infinispan:infinispan-core,6,FALSE
hsqldb,hbase,hsqldb:hsqldb,org.apache.hbase:hbase,0,FALSE
hsqldb,mongo-java-driver,org.hsqldb:hsqldb,org.mongodb:mongo-java-driver,17,FALSE
hsqldb,hbase,org.hsqldb:hsqldb,org.apache.hbase:hbase-server,7,FALSE
hsqldb,neo4j,hsqldb:hsqldb,org.neo4j:neo4j,1,FALSE
